file_key,f0,f1,f2,f3_x,f3_y
T4_S3_TRY2_HS_SL_BIG,75,0.08588,0.46808,0.18827373333333333,0.18827373333333333
T4_S3_TRY2_VB_FA_LIT,58,0.10004,1.20575,0.2668468965517241,0.2668468965517241
T4_S3_TRY2_HS_FA_LIT,61,0.08789,0.79184,0.2572567213114754,0.2572567213114754
T4_S3_TRY2_VB_FA_BIG,74,0.03326,1.02432,0.19756189189189186,0.19756189189189186
T4_S3_TRY2_HS_FA_BIG,94,0.01965,0.64972,0.14754425531914891,0.14754425531914891
T4_S3_TRY3_VB_SL_LIT,55,0.08746,0.73721,0.2658974545454545,0.2658974545454545
T4_S3_TRY3_HS_SL_LIT,79,0.07959,0.77014,0.1797951898734177,0.1797951898734177
T4_S3_TRY3_VB_SL_BIG,66,0.06674,0.69708,0.2143543939393939,0.2143543939393939
T4_S3_TRY3_HS_SL_BIG,76,0.04053,0.47565,0.18492684210526314,0.18492684210526314
T4_S3_TRY3_VB_FA_LIT,60,0.05481,0.4292,0.2380238333333333,0.2380238333333333
T4_S3_TRY3_HS_FA_LIT,61,0.08725,0.71033,0.2408750819672131,0.2408750819672131
T4_S3_TRY3_VB_FA_BIG,69,0.07996,0.72998,0.20391579710144928,0.20391579710144928
T4_S3_TRY3_HS_FA_BIG,73,0.0202,1.02985,0.2055542465753425,0.2055542465753425
T5_S1_TRY1_VB_SL_LIT,69,0.01976,0.74976,0.20016420289855072,0.20016420289855072
T5_S1_TRY1_HS_SL_LIT,44,0.02089,0.78397,0.2845509090909091,0.2845509090909091
T5_S1_TRY1_VB_SL_BIG,70,0.01999,0.6297,0.19266528571428573,0.19266528571428573
T5_S1_TRY1_HS_SL_BIG,48,0.05411,0.91113,0.2597835416666667,0.2597835416666667
T5_S1_TRY1_VB_FA_LIT,64,0.02052,1.10518,0.23718640625,0.23718640625
T5_S1_TRY1_HS_FA_LIT,59,0.05299,0.83098,0.22507813559322035,0.22507813559322035
T5_S1_TRY1_VB_FA_BIG,65,0.07419,1.48581,0.22874184615384616,0.22874184615384616
T5_S1_TRY1_HS_FA_BIG,62,0.01901,0.78192,0.21050725806451612,0.21050725806451612
T5_S1_TRY2_VB_SL_LIT,55,0.07956,1.25906,0.276446909090909,0.276446909090909
T5_S1_TRY2_HS_SL_LIT,47,0.06143,0.63678,0.2549378723404255,0.2549378723404255
T5_S1_TRY2_VB_SL_BIG,65,0.08066,1.18536,0.2293510769230769,0.2293510769230769
T5_S1_TRY2_HS_SL_BIG,54,0.02002,1.09122,0.23199296296296298,0.23199296296296298
