2025-05-28 16:27:05.457062
90" REYEZ="0.72853" RPUPILD="0.00539" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.83078" FPOGY="0.04057" FPOGS="1370.80762" FPOGD="0.16077" FPOGID="4407" FPOGV="1" LPOGX="0.82912" LPOGY="0.12186" LPOGV="1" RPOGX="0.84354" RPOGY="0.01423" RPOGV="1" BPOGX="0.83633" BPOGY="0.06805" BPOGV="1" LPCX="0.27656" LPCY="0.78517" LPD="25.91759" LPS="1.20230" LPV="1" RPCX="0.53187" RPCY="0.78917" RPD="25.05149" RPS="1.20230" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00780" REYEY="-0.06671" REYEZ="0.73270" RPUPILD="0.00550" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.83095" FPOGY="0.04165" FPOGS="1370.80762" FPOGD="0.16724" FPOGID="4407" FPOGV="1" LPOGX="0.82587" LPOGY="0.12644" LPOGV="1" RPOGX="0.84469" RPOGY="0.01074" RPOGV="1" BPOGX="0.83528" BPOGY="0.06859" BPOGV="1" LPCX="0.27653" LPCY="0.78519" LPD="25.73381" LPS="1.20230" LPV="1" RPCX="0.53194" RPCY="0.78912" RPD="24.92076" RPS="1.20230" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00510" LPUPILV="1" REYEX="0.00780" REYEY="-0.06671" REYEZ="0.73270" RPUPILD="0.00553" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.83111" FPOGY="0.04265" FPOGS="1370.80762" FPOGD="0.17395" FPOGID="4407" FPOGV="1" LPOGX="0.82587" LPOGY="0.12644" LPOGV="1" RPOGX="0.84469" RPOGY="0.01074" RPOGV="1" BPOGX="0.83528" BPOGY="0.06859" BPOGV="1" LPCX="0.27656" LPCY="0.78518" LPD="25.74751" LPS="1.20230" LPV="1" RPCX="0.53193" RPCY="0.78919" RPD="24.89338" RPS="1.20230" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00780" REYEY="-0.06671" REYEZ="0.73270" RPUPILD="0.00552" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.83160" FPOGY="0.04225" FPOGS="1370.80762" FPOGD="0.18054" FPOGID="4407" FPOGV="1" LPOGX="0.85528" LPOGY="0.04628" LPOGV="1" RPOGX="0.83435" RPOGY="0.01689" RPOGV="1" BPOGX="0.84482" BPOGY="0.03158" BPOGV="1" LPCX="0.27640" LPCY="0.78517" LPD="25.76046" LPS="1.20230" LPV="1" RPCX="0.53174" RPCY="0.78919" RPD="24.96301" RPS="1.20230" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00507" LPUPILV="1" REYEX="0.00780" REYEY="-0.06671" REYEZ="0.73270" RPUPILD="0.00548" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.83057" FPOGY="0.04295" FPOGS="1370.80762" FPOGD="0.18713" FPOGID="4407" FPOGV="1" LPOGX="0.80465" LPOGY="0.08514" LPOGV="1" RPOGX="0.79860" RPOGY="0.03997" RPOGV="1" BPOGX="0.80162" BPOGY="0.06255" BPOGV="1" LPCX="0.27569" LPCY="0.78537" LPD="25.73185" LPS="1.20230" LPV="1" RPCX="0.53124" RPCY="0.78932" RPD="24.67740" RPS="1.20230" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00780" REYEY="-0.06671" REYEZ="0.73270" RPUPILD="0.00545" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.82967" FPOGY="0.04332" FPOGS="1370.80762" FPOGD="0.19421" FPOGID="4407" FPOGV="1" LPOGX="0.80563" LPOGY="0.07643" LPOGV="1" RPOGX="0.80145" RPOGY="0.03133" RPOGV="1" BPOGX="0.80354" BPOGY="0.05388" BPOGV="1" LPCX="0.27535" LPCY="0.78546" LPD="25.48677" LPS="1.21254" LPV="1" RPCX="0.53088" RPCY="0.78934" RPD="24.70034" RPS="1.21254" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00513" LPUPILV="1" REYEX="0.00740" REYEY="-0.06603" REYEZ="0.72522" RPUPILD="0.00556" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.82431" FPOGY="0.04630" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="1" LPOGX="0.67208" LPOGY="0.18267" LPOGV="1" RPOGX="0.65513" RPOGY="0.08909" RPOGV="1" BPOGX="0.66360" BPOGY="0.13588" BPOGV="1" LPCX="0.27236" LPCY="0.78661" LPD="25.72805" LPS="1.22278" LPV="1" RPCX="0.52818" RPCY="0.79029" RPD="26.10615" RPS="1.22278" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00518" LPUPILV="1" REYEX="0.00740" REYEY="-0.06603" REYEZ="0.72522" RPUPILD="0.00534" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.79954" FPOGY="0.07203" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.62687" LPOGY="0.19106" LPOGV="1" RPOGX="0.64833" RPOGY="0.13215" RPOGV="1" BPOGX="0.63760" BPOGY="0.16161" BPOGV="1" LPCX="0.27114" LPCY="0.78726" LPD="25.29683" LPS="1.23302" LPV="1" RPCX="0.52691" RPCY="0.79100" RPD="26.11786" RPS="1.23302" RPV="1" LEYEX="-0.05994" LEYEY="-0.06229" LEYEZ="0.69328" LPUPILD="0.00517" LPUPILV="1" REYEX="0.00740" REYEY="-0.06603" REYEZ="0.72522" RPUPILD="0.00530" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.71846" FPOGY="0.11505" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.62644" LPOGY="0.18380" LPOGV="1" RPOGX="0.64829" RPOGY="0.13233" RPOGV="1" BPOGX="0.63737" BPOGY="0.15807" BPOGV="1" LPCX="0.27076" LPCY="0.78743" LPD="25.45835" LPS="1.24326" LPV="1" RPCX="0.52652" RPCY="0.79126" RPD="26.30659" RPS="1.23278" RPV="1" LEYEX="-0.06424" LEYEY="-0.06612" LEYEZ="0.73097" LPUPILD="0.00514" LPUPILV="1" REYEX="0.00648" REYEY="-0.06413" REYEZ="0.70206" RPUPILD="0.00538" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.68523" FPOGY="0.18633" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.60894" LPOGY="0.27505" LPOGV="1" RPOGX="0.62861" RPOGY="0.38276" RPOGV="1" BPOGX="0.61877" BPOGY="0.32891" BPOGV="1" LPCX="0.27011" LPCY="0.78873" LPD="25.42815" LPS="1.23278" LPV="1" RPCX="0.52543" RPCY="0.79294" RPD="24.94845" RPS="1.22230" RPV="1" LEYEX="-0.06424" LEYEY="-0.06612" LEYEZ="0.73097" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00648" REYEY="-0.06413" REYEZ="0.70206" RPUPILD="0.00526" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.61792" FPOGY="0.28932" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.59949" LPOGY="0.34081" LPOGV="1" RPOGX="0.59578" RPOGY="0.42118" RPOGV="1" BPOGX="0.59763" BPOGY="0.38099" BPOGV="1" LPCX="0.26997" LPCY="0.78925" LPD="24.86094" LPS="1.22230" LPV="1" RPCX="0.52505" RPCY="0.79349" RPD="24.22573" RPS="1.21183" RPV="1" LEYEX="-0.06424" LEYEY="-0.06612" LEYEZ="0.73097" LPUPILD="0.00504" LPUPILV="1" REYEX="0.00648" REYEY="-0.06413" REYEZ="0.70206" RPUPILD="0.00519" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.60851" FPOGY="0.33170" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.59940" LPOGY="0.34002" LPOGV="1" RPOGX="0.59877" RPOGY="0.40815" RPOGV="1" BPOGX="0.59909" BPOGY="0.37408" BPOGV="1" LPCX="0.26979" LPCY="0.78946" LPD="25.14609" LPS="1.22364" LPV="1" RPCX="0.52491" RPCY="0.79378" RPD="24.75041" RPS="1.23573" RPV="1" LEYEX="-0.06569" LEYEY="-0.06749" LEYEZ="0.74552" LPUPILD="0.00510" LPUPILV="1" REYEX="0.00680" REYEY="-0.06981" REYEZ="0.76174" RPUPILD="0.00523" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.58314" FPOGY="0.34266" FPOGS="1370.80762" FPOGD="0.20068" FPOGID="4407" FPOGV="0" LPOGX="0.50542" LPOGY="0.30100" LPOGV="1" RPOGX="0.55936" RPOGY="0.42815" RPOGV="1" BPOGX="0.53239" BPOGY="0.36457" BPOGV="1" LPCX="0.26915" LPCY="0.79007" LPD="24.61438" LPS="1.24754" LPV="1" RPCX="0.52418" RPCY="0.79432" RPD="25.24184" RPS="1.27011" RPV="1" LEYEX="-0.06569" LEYEY="-0.06749" LEYEZ="0.74552" LPUPILD="0.00503" LPUPILV="1" REYEX="0.00680" REYEY="-0.06981" REYEZ="0.76174" RPUPILD="0.00525" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57860" FPOGY="0.34414" FPOGS="1371.03540" FPOGD="0.02209" FPOGID="4408" FPOGV="1" LPOGX="0.54399" LPOGY="0.32393" LPOGV="1" RPOGX="0.58600" RPOGY="0.37320" RPOGV="1" BPOGX="0.56499" BPOGY="0.34857" BPOGV="1" LPCX="0.26908" LPCY="0.79046" LPD="24.85284" LPS="1.28192" LPV="1" RPCX="0.52408" RPCY="0.79459" RPD="25.70344" RPS="1.30448" RPV="1" LEYEX="-0.06569" LEYEY="-0.06749" LEYEZ="0.74552" LPUPILD="0.00508" LPUPILV="1" REYEX="0.00680" REYEY="-0.06981" REYEZ="0.76174" RPUPILD="0.00529" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57576" FPOGY="0.34317" FPOGS="1371.03540" FPOGD="0.02942" FPOGID="4408" FPOGV="1" LPOGX="0.54168" LPOGY="0.31111" LPOGV="1" RPOGX="0.58714" RPOGY="0.36751" RPOGV="1" BPOGX="0.56441" BPOGY="0.33931" BPOGV="1" LPCX="0.26908" LPCY="0.79062" LPD="24.69262" LPS="1.30448" LPV="1" RPCX="0.52405" RPCY="0.79475" RPD="25.88581" RPS="1.31496" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00507" LPUPILV="1" REYEX="0.00648" REYEY="-0.06729" REYEZ="0.73180" RPUPILD="0.00528" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.57033" FPOGY="0.35046" FPOGS="1371.03540" FPOGD="0.03601" FPOGID="4408" FPOGV="1" LPOGX="0.52892" LPOGY="0.29940" LPOGV="1" RPOGX="0.55739" RPOGY="0.47437" RPOGV="1" BPOGX="0.54316" BPOGY="0.38688" BPOGV="1" LPCX="0.26917" LPCY="0.79138" LPD="25.04426" LPS="1.30315" LPV="1" RPCX="0.52406" RPCY="0.79528" RPD="26.35181" RPS="1.29106" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00513" LPUPILV="1" REYEX="0.00648" REYEY="-0.06729" REYEZ="0.73180" RPUPILD="0.00536" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56792" FPOGY="0.35306" FPOGS="1371.03540" FPOGD="0.03967" FPOGID="4408" FPOGV="1" LPOGX="0.53447" LPOGY="0.35783" LPOGV="1" RPOGX="0.57252" RPOGY="0.37951" RPOGV="1" BPOGX="0.55349" BPOGY="0.36867" BPOGV="1" LPCX="0.26926" LPCY="0.79148" LPD="25.06935" LPS="1.27925" LPV="1" RPCX="0.52419" RPCY="0.79551" RPD="26.52070" RPS="1.26716" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00513" LPUPILV="1" REYEX="0.00648" REYEY="-0.06729" REYEZ="0.73180" RPUPILD="0.00534" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56613" FPOGY="0.35665" FPOGS="1371.03540" FPOGD="0.04639" FPOGID="4408" FPOGV="1" LPOGX="0.53710" LPOGY="0.37082" LPOGV="1" RPOGX="0.57008" RPOGY="0.39278" RPOGV="1" BPOGX="0.55359" BPOGY="0.38180" BPOGV="1" LPCX="0.26940" LPCY="0.79171" LPD="25.07965" LPS="1.25534" LPV="1" RPCX="0.52422" RPCY="0.79571" RPD="26.37012" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00506" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00537" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56591" FPOGY="0.36276" FPOGS="1371.03540" FPOGD="0.05310" FPOGID="4408" FPOGV="1" LPOGX="0.54709" LPOGY="0.41090" LPOGV="1" RPOGX="0.58119" RPOGY="0.41244" RPOGV="1" BPOGX="0.56414" BPOGY="0.41167" BPOGV="1" LPCX="0.26940" LPCY="0.79194" LPD="25.25837" LPS="1.24326" LPV="1" RPCX="0.52439" RPCY="0.79590" RPD="26.59597" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00512" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00541" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56394" FPOGY="0.36813" FPOGS="1371.03540" FPOGD="0.06030" FPOGID="4408" FPOGV="1" LPOGX="0.54850" LPOGY="0.41284" LPOGV="1" RPOGX="0.54383" RPOGY="0.42003" RPOGV="1" BPOGX="0.54616" BPOGY="0.41644" BPOGV="1" LPCX="0.26940" LPCY="0.79198" LPD="25.19091" LPS="1.24326" LPV="1" RPCX="0.52447" RPCY="0.79588" RPD="26.51268" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00513" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00542" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56232" FPOGY="0.37252" FPOGS="1371.03540" FPOGD="0.06641" FPOGID="4408" FPOGV="1" LPOGX="0.54850" LPOGY="0.41284" LPOGV="1" RPOGX="0.54383" RPOGY="0.42003" RPOGV="1" BPOGX="0.54616" BPOGY="0.41644" BPOGV="1" LPCX="0.26945" LPCY="0.79208" LPD="25.11987" LPS="1.24326" LPV="1" RPCX="0.52448" RPCY="0.79590" RPD="26.56051" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00510" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00539" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56188" FPOGY="0.37656" FPOGS="1371.03540" FPOGD="0.07336" FPOGID="4408" FPOGV="1" LPOGX="0.54904" LPOGY="0.41895" LPOGV="1" RPOGX="0.56505" RPOGY="0.42299" RPOGV="1" BPOGX="0.55705" BPOGY="0.42097" BPOGV="1" LPCX="0.26945" LPCY="0.79211" LPD="25.15385" LPS="1.24326" LPV="1" RPCX="0.52455" RPCY="0.79596" RPD="26.60429" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00539" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56164" FPOGY="0.38071" FPOGS="1371.03540" FPOGD="0.07971" FPOGID="4408" FPOGV="1" LPOGX="0.54952" LPOGY="0.43293" LPOGV="1" RPOGX="0.56807" RPOGY="0.42809" RPOGV="1" BPOGX="0.55879" BPOGY="0.43051" BPOGV="1" LPCX="0.26942" LPCY="0.79213" LPD="25.14697" LPS="1.24326" LPV="1" RPCX="0.52460" RPCY="0.79599" RPD="26.50431" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06542" LEYEZ="0.72090" LPUPILD="0.00510" LPUPILV="1" REYEX="0.00647" REYEY="-0.06744" REYEZ="0.73110" RPUPILD="0.00541" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56144" FPOGY="0.38427" FPOGS="1371.03540" FPOGD="0.08655" FPOGID="4408" FPOGV="1" LPOGX="0.54952" LPOGY="0.43293" LPOGV="1" RPOGX="0.56807" RPOGY="0.42809" RPOGV="1" BPOGX="0.55879" BPOGY="0.43051" BPOGV="1" LPCX="0.26942" LPCY="0.79213" LPD="25.14697" LPS="1.24326" LPV="1" RPCX="0.52469" RPCY="0.79605" RPD="26.57919" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00509" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00537" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.56027" FPOGY="0.38808" FPOGS="1371.03540" FPOGD="0.09326" FPOGID="4408" FPOGV="1" LPOGX="0.54884" LPOGY="0.45379" LPOGV="1" RPOGX="0.53903" RPOGY="0.42919" RPOGV="1" BPOGX="0.54394" BPOGY="0.44149" BPOGV="1" LPCX="0.26944" LPCY="0.79216" LPD="25.05053" LPS="1.24326" LPV="1" RPCX="0.52469" RPCY="0.79609" RPD="26.55041" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00509" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00538" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55928" FPOGY="0.39218" FPOGS="1371.03540" FPOGD="0.09985" FPOGID="4408" FPOGV="1" LPOGX="0.54708" LPOGY="0.45568" LPOGV="1" RPOGX="0.54171" RPOGY="0.45164" RPOGV="1" BPOGX="0.54439" BPOGY="0.45366" BPOGV="1" LPCX="0.26944" LPCY="0.79216" LPD="25.05053" LPS="1.24326" LPV="1" RPCX="0.52473" RPCY="0.79612" RPD="26.61316" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00509" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00535" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55840" FPOGY="0.39580" FPOGS="1371.03540" FPOGD="0.10706" FPOGID="4408" FPOGV="1" LPOGX="0.54708" LPOGY="0.45568" LPOGV="1" RPOGX="0.54171" RPOGY="0.45164" RPOGV="1" BPOGX="0.54439" BPOGY="0.45366" BPOGV="1" LPCX="0.26946" LPCY="0.79219" LPD="24.96408" LPS="1.24326" LPV="1" RPCX="0.52483" RPCY="0.79614" RPD="26.28984" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00511" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00540" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55191" FPOGY="0.42395" FPOGS="1371.03540" FPOGD="0.10706" FPOGID="4408" FPOGV="0" LPOGX="0.54908" LPOGY="0.46939" LPOGV="1" RPOGX="0.55489" RPOGY="0.45388" RPOGV="1" BPOGX="0.55199" BPOGY="0.46163" BPOGV="1" LPCX="0.26945" LPCY="0.79222" LPD="25.00861" LPS="1.24326" LPV="1" RPCX="0.52486" RPCY="0.79621" RPD="26.33034" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00509" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00541" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55263" FPOGY="0.44526" FPOGS="1371.03540" FPOGD="0.10706" FPOGID="4408" FPOGV="0" LPOGX="0.55206" LPOGY="0.47310" LPOGV="1" RPOGX="0.55465" RPOGY="0.46005" RPOGV="1" BPOGX="0.55335" BPOGY="0.46658" BPOGV="1" LPCX="0.26952" LPCY="0.79235" LPD="25.41300" LPS="1.24326" LPV="1" RPCX="0.52489" RPCY="0.79623" RPD="26.31118" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00505" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00544" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55287" FPOGY="0.45237" FPOGS="1371.03540" FPOGD="0.10706" FPOGID="4408" FPOGV="0" LPOGX="0.55206" LPOGY="0.47310" LPOGV="1" RPOGX="0.55465" RPOGY="0.46005" RPOGV="1" BPOGX="0.55335" BPOGY="0.46658" BPOGV="1" LPCX="0.26951" LPCY="0.79233" LPD="25.25731" LPS="1.24326" LPV="1" RPCX="0.52489" RPCY="0.79619" RPD="26.26950" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00506" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00540" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55432" FPOGY="0.45652" FPOGS="1371.14893" FPOGD="0.02002" FPOGID="4409" FPOGV="1" LPOGX="0.55952" LPOGY="0.47412" LPOGV="1" RPOGX="0.55782" RPOGY="0.46382" RPOGV="1" BPOGX="0.55867" BPOGY="0.46897" BPOGV="1" LPCX="0.26953" LPCY="0.79239" LPD="25.36397" LPS="1.24326" LPV="1" RPCX="0.52502" RPCY="0.79617" RPD="26.47550" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00504" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00538" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55615" FPOGY="0.46070" FPOGS="1371.14893" FPOGD="0.02661" FPOGID="4409" FPOGV="1" LPOGX="0.56403" LPOGY="0.48397" LPOGV="1" RPOGX="0.56289" RPOGY="0.47084" RPOGV="1" BPOGX="0.56346" BPOGY="0.47741" BPOGV="1" LPCX="0.26959" LPCY="0.79243" LPD="25.27170" LPS="1.24326" LPV="1" RPCX="0.52503" RPCY="0.79619" RPD="26.36462" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00504" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00541" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55737" FPOGY="0.46348" FPOGS="1371.14893" FPOGD="0.03333" FPOGID="4409" FPOGV="1" LPOGX="0.56403" LPOGY="0.48397" LPOGV="1" RPOGX="0.56289" RPOGY="0.47084" RPOGV="1" BPOGX="0.56346" BPOGY="0.47741" BPOGV="1" LPCX="0.26960" LPCY="0.79247" LPD="25.14224" LPS="1.24326" LPV="1" RPCX="0.52504" RPCY="0.79622" RPD="26.40851" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00504" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00540" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55961" FPOGY="0.46389" FPOGS="1371.14893" FPOGD="0.04077" FPOGID="4409" FPOGV="1" LPOGX="0.56658" LPOGY="0.47697" LPOGV="1" RPOGX="0.57959" RPOGY="0.45571" RPOGV="1" BPOGX="0.57308" BPOGY="0.46634" BPOGV="1" LPCX="0.26959" LPCY="0.79241" LPD="25.26461" LPS="1.24326" LPV="1" RPCX="0.52508" RPCY="0.79628" RPD="26.53427" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00505" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00538" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55899" FPOGY="0.46447" FPOGS="1371.14893" FPOGD="0.04663" FPOGID="4409" FPOGV="1" LPOGX="0.56647" LPOGY="0.47646" LPOGV="1" RPOGX="0.54281" RPOGY="0.46056" RPOGV="1" BPOGX="0.55464" BPOGY="0.46851" BPOGV="1" LPCX="0.26964" LPCY="0.79245" LPD="25.08919" LPS="1.24326" LPV="1" RPCX="0.52510" RPCY="0.79632" RPD="26.56915" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00505" LPUPILV="1" REYEX="0.00662" REYEY="-0.06671" REYEZ="0.72318" RPUPILD="0.00536" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55851" FPOGY="0.46492" FPOGS="1371.14893" FPOGD="0.05359" FPOGID="4409" FPOGV="1" LPOGX="0.56647" LPOGY="0.47646" LPOGV="1" RPOGX="0.54281" RPOGY="0.46056" RPOGV="1" BPOGX="0.55464" BPOGY="0.46851" BPOGV="1" LPCX="0.26965" LPCY="0.79246" LPD="25.12176" LPS="1.24326" LPV="1" RPCX="0.52511" RPCY="0.79628" RPD="26.57479" RPS="1.24326" RPV="1" LEYEX="-0.06357" LEYEY="-0.06564" LEYEZ="0.72090" LPUPILD="0.00503" LPUPILV="1" REYEX="0.00667" REYEY="-0.06729" REYEZ="0.72882" RPUPILD="0.00534" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
