2025-06-04 15:26:56.105940
02278" REYEZ="0.62762" RPUPILD="0.00284" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="21" />
<REC FPOGX="0.21664" FPOGY="-0.30979" FPOGS="4837.16650" FPOGD="0.12451" FPOGID="10419" FPOGV="1" LPOGX="0.34056" LPOGY="-0.26980" LPOGV="1" RPOGX="0.09863" RPOGY="-0.32972" RPOGV="1" BPOGX="0.21960" BPOGY="-0.29976" BPOGV="1" LPCX="0.24468" LPCY="0.34710" LPD="15.95168" LPS="0.92210" LPV="1" RPCX="0.54771" RPCY="0.36960" RPD="15.75717" RPS="0.92854" RPV="1" LEYEX="-0.06070" LEYEY="0.02719" LEYEZ="0.63051" LPUPILD="0.00292" LPUPILV="1" REYEX="0.01287" REYEY="0.02325" REYEZ="0.64044" RPUPILD="0.00285" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="21" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.18253" FPOGY="-0.39562" FPOGS="4838.06201" FPOGD="0.14014" FPOGID="10422" FPOGV="1" LPOGX="0.28128" LPOGY="-0.32284" LPOGV="1" RPOGX="0.07846" RPOGY="-0.45563" RPOGV="1" BPOGX="0.17987" BPOGY="-0.38924" BPOGV="1" LPCX="0.24909" LPCY="0.34504" LPD="15.57597" LPS="0.92839" LPV="1" RPCX="0.55232" RPCY="0.36925" RPD="15.14646" RPS="0.92839" RPV="1" LEYEX="-0.05916" LEYEY="0.02726" LEYEZ="0.62677" LPUPILD="0.00293" LPUPILV="1" REYEX="0.01390" REYEY="0.02282" REYEZ="0.63250" RPUPILD="0.00275" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18279" FPOGY="-0.39574" FPOGS="4838.06201" FPOGD="0.14697" FPOGID="10422" FPOGV="1" LPOGX="0.29218" LPOGY="-0.36474" LPOGV="1" RPOGX="0.08457" RPOGY="-0.43202" RPOGV="1" BPOGX="0.18837" BPOGY="-0.39838" BPOGV="1" LPCX="0.24911" LPCY="0.34503" LPD="15.58072" LPS="0.92210" LPV="1" RPCX="0.55239" RPCY="0.36930" RPD="14.96869" RPS="0.92210" RPV="1" LEYEX="-0.05916" LEYEY="0.02726" LEYEZ="0.62677" LPUPILD="0.00292" LPUPILV="1" REYEX="0.01390" REYEY="0.02282" REYEZ="0.63250" RPUPILD="0.00274" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18307" FPOGY="-0.39567" FPOGS="4838.06201" FPOGD="0.15381" FPOGID="10422" FPOGV="1" LPOGX="0.29458" LPOGY="-0.35586" LPOGV="1" RPOGX="0.08452" RPOGY="-0.43227" RPOGV="1" BPOGX="0.18955" BPOGY="-0.39406" BPOGV="1" LPCX="0.24924" LPCY="0.34517" LPD="15.99087" LPS="0.91582" LPV="1" RPCX="0.55243" RPCY="0.36927" RPD="14.93226" RPS="0.92225" RPV="1" LEYEX="-0.05916" LEYEY="0.02726" LEYEZ="0.62677" LPUPILD="0.00289" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00277" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18353" FPOGY="-0.39635" FPOGS="4838.06201" FPOGD="0.16162" FPOGID="10422" FPOGV="1" LPOGX="0.30164" LPOGY="-0.37292" LPOGV="1" RPOGX="0.08742" RPOGY="-0.45228" RPOGV="1" BPOGX="0.19453" BPOGY="-0.41260" BPOGV="1" LPCX="0.24917" LPCY="0.34512" LPD="15.81911" LPS="0.92225" LPV="1" RPCX="0.55246" RPCY="0.36932" RPD="15.11840" RPS="0.92868" RPV="1" LEYEX="-0.05916" LEYEY="0.02726" LEYEZ="0.62677" LPUPILD="0.00289" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00275" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18402" FPOGY="-0.39700" FPOGS="4838.06201" FPOGD="0.16748" FPOGID="10422" FPOGV="1" LPOGX="0.30119" LPOGY="-0.37579" LPOGV="1" RPOGX="0.09163" RPOGY="-0.45082" RPOGV="1" BPOGX="0.19641" BPOGY="-0.41331" BPOGV="1" LPCX="0.24918" LPCY="0.34511" LPD="15.74278" LPS="0.92868" LPV="1" RPCX="0.55249" RPCY="0.36941" RPD="14.81843" RPS="0.93512" RPV="1" LEYEX="-0.05916" LEYEY="0.02726" LEYEZ="0.62677" LPUPILD="0.00288" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00277" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18447" FPOGY="-0.39765" FPOGS="4838.06201" FPOGD="0.17383" FPOGID="10422" FPOGV="1" LPOGX="0.30090" LPOGY="-0.37689" LPOGV="1" RPOGX="0.09137" RPOGY="-0.45215" RPOGV="1" BPOGX="0.19614" BPOGY="-0.41452" BPOGV="1" LPCX="0.24925" LPCY="0.34512" LPD="15.76334" LPS="0.92946" LPV="1" RPCX="0.55250" RPCY="0.36946" RPD="14.95518" RPS="0.93589" RPV="1" LEYEX="-0.05754" LEYEY="0.02654" LEYEZ="0.61005" LPUPILD="0.00285" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00277" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18504" FPOGY="-0.39762" FPOGS="4838.06201" FPOGD="0.18066" FPOGID="10422" FPOGV="1" LPOGX="0.30754" LPOGY="-0.36861" LPOGV="1" RPOGX="0.09301" RPOGY="-0.42525" RPOGV="1" BPOGX="0.20027" BPOGY="-0.39693" BPOGV="1" LPCX="0.24930" LPCY="0.34517" LPD="15.70836" LPS="0.93023" LPV="1" RPCX="0.55261" RPCY="0.36949" RPD="15.04988" RPS="0.93023" RPV="1" LEYEX="-0.05754" LEYEY="0.02654" LEYEZ="0.61005" LPUPILD="0.00287" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00280" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
<REC FPOGX="0.18516" FPOGY="-0.39780" FPOGS="4838.06201" FPOGD="0.18750" FPOGID="10422" FPOGV="1" LPOGX="0.30792" LPOGY="-0.39094" LPOGV="1" RPOGX="0.06953" RPOGY="-0.41480" RPOGV="1" BPOGX="0.18872" BPOGY="-0.40287" BPOGV="1" LPCX="0.24928" LPCY="0.34519" LPD="15.71157" LPS="0.92457" LPV="1" RPCX="0.55265" RPCY="0.36951" RPD="15.07660" RPS="0.92457" RPV="1" LEYEX="-0.05754" LEYEY="0.02654" LEYEZ="0.61005" LPUPILD="0.00288" LPUPILV="1" REYEX="0.01386" REYEY="0.02252" REYEZ="0.62436" RPUPILD="0.00278" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="20" />
