2025-05-29 11:39:02.766893
EYEZ="0.67728" RPUPILD="0.00377" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.49720" FPOGY="0.62375" FPOGS="5694.44922" FPOGD="0.22119" FPOGID="13815" FPOGV="1" LPOGX="0.48823" LPOGY="0.66209" LPOGV="1" RPOGX="0.50302" RPOGY="0.55379" RPOGV="1" BPOGX="0.49563" BPOGY="0.60794" BPOGV="1" LPCX="0.34698" LPCY="0.68099" LPD="18.64630" LPS="1.10948" LPV="1" RPCX="0.59449" RPCY="0.67026" RPD="17.88202" RPS="1.10948" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00403" LPUPILV="0" REYEX="0.02409" REYEY="-0.03599" REYEZ="0.67211" RPUPILD="0.00386" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50445" FPOGY="0.62611" FPOGS="5694.44922" FPOGD="0.45557" FPOGID="13815" FPOGV="1" LPOGX="0.47500" LPOGY="0.66014" LPOGV="1" RPOGX="0.52699" RPOGY="0.64788" RPOGV="1" BPOGX="0.50099" BPOGY="0.65401" BPOGV="1" LPCX="0.34526" LPCY="0.67520" LPD="18.98613" LPS="1.15576" LPV="1" RPCX="0.59295" RPCY="0.66528" RPD="18.40485" RPS="1.16492" RPV="1" LEYEX="-0.04245" LEYEY="-0.03985" LEYEZ="0.72587" LPUPILD="0.00412" LPUPILV="1" REYEX="0.02483" REYEY="-0.03660" REYEZ="0.70316" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50447" FPOGY="0.62522" FPOGS="5694.44922" FPOGD="0.46191" FPOGID="13815" FPOGV="1" LPOGX="0.45573" LPOGY="0.55807" LPOGV="1" RPOGX="0.54200" RPOGY="0.54819" RPOGV="1" BPOGX="0.49886" BPOGY="0.55313" BPOGV="1" LPCX="0.34536" LPCY="0.67487" LPD="18.77647" LPS="1.17516" LPV="1" RPCX="0.59297" RPCY="0.66481" RPD="18.17080" RPS="1.18433" RPV="1" LEYEX="-0.04245" LEYEY="-0.03985" LEYEZ="0.72587" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02483" REYEY="-0.03660" REYEZ="0.70316" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50451" FPOGY="0.62436" FPOGS="5694.44922" FPOGD="0.46875" FPOGID="13815" FPOGV="1" LPOGX="0.45569" LPOGY="0.55798" LPOGV="1" RPOGX="0.54202" RPOGY="0.54810" RPOGV="1" BPOGX="0.49885" BPOGY="0.55304" BPOGV="1" LPCX="0.34558" LPCY="0.67390" LPD="19.18085" LPS="1.17537" LPV="1" RPCX="0.59322" RPCY="0.66384" RPD="18.22565" RPS="1.18454" RPV="1" LEYEX="-0.04036" LEYEY="-0.03762" LEYEZ="0.69190" LPUPILD="0.00401" LPUPILV="1" REYEX="0.02483" REYEY="-0.03618" REYEZ="0.70316" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50529" FPOGY="0.61892" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="1" LPOGX="0.48558" LPOGY="0.36088" LPOGV="1" RPOGX="0.57809" RPOGY="0.34342" RPOGV="1" BPOGX="0.53184" BPOGY="0.35215" BPOGV="1" LPCX="0.34623" LPCY="0.67165" LPD="19.03764" LPS="1.16534" LPV="1" RPCX="0.59361" RPCY="0.66176" RPD="18.22706" RPS="1.16534" RPV="1" LEYEX="-0.04036" LEYEY="-0.03762" LEYEZ="0.69190" LPUPILD="0.00409" LPUPILV="1" REYEX="0.02483" REYEY="-0.03618" REYEZ="0.70316" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.51218" FPOGY="0.57421" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.53969" LPOGY="0.41395" LPOGV="1" RPOGX="0.60948" RPOGY="0.24166" RPOGV="1" BPOGX="0.57459" BPOGY="0.32781" BPOGV="1" LPCX="0.34695" LPCY="0.66975" LPD="17.54662" LPS="1.14614" LPV="1" RPCX="0.59346" RPCY="0.65999" RPD="16.87156" RPS="1.14614" RPV="1" LEYEX="-0.04036" LEYEY="-0.03762" LEYEZ="0.69190" LPUPILD="0.00401" LPUPILV="1" REYEX="0.02483" REYEY="-0.03618" REYEZ="0.70316" RPUPILD="0.00383" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54300" FPOGY="0.45599" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.54091" LPOGY="0.41968" LPOGV="1" RPOGX="0.60672" RPOGY="0.25583" RPOGV="1" BPOGX="0.57381" BPOGY="0.33776" BPOGV="1" LPCX="0.34712" LPCY="0.66872" LPD="18.67017" LPS="1.13591" LPV="1" RPCX="0.59370" RPCY="0.65903" RPD="18.09545" RPS="1.12674" RPV="1" LEYEX="-0.04026" LEYEY="-0.03719" LEYEZ="0.69639" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02427" REYEY="-0.03466" REYEZ="0.68568" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54428" FPOGY="0.40482" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.55218" LPOGY="0.31183" LPOGV="1" RPOGX="0.54152" RPOGY="0.29313" RPOGV="1" BPOGX="0.54685" BPOGY="0.30248" BPOGV="1" LPCX="0.34739" LPCY="0.66733" LPD="18.17585" LPS="1.13570" LPV="1" RPCX="0.59372" RPCY="0.65771" RPD="17.50800" RPS="1.12653" RPV="1" LEYEX="-0.04026" LEYEY="-0.03719" LEYEZ="0.69639" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02427" REYEY="-0.03466" REYEZ="0.68568" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55459" FPOGY="0.32313" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.54680" LPOGY="0.33329" LPOGV="1" RPOGX="0.53944" RPOGY="0.32500" RPOGV="1" BPOGX="0.54312" BPOGY="0.32914" BPOGV="1" LPCX="0.34753" LPCY="0.66691" LPD="17.91391" LPS="1.13549" LPV="1" RPCX="0.59375" RPCY="0.65766" RPD="17.63937" RPS="1.12632" RPV="1" LEYEX="-0.04026" LEYEY="-0.03719" LEYEZ="0.69639" LPUPILD="0.00405" LPUPILV="1" REYEX="0.02427" REYEY="-0.03466" REYEZ="0.68568" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.54886" FPOGY="0.32620" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.54682" LPOGY="0.33342" LPOGV="1" RPOGX="0.53942" RPOGY="0.32514" RPOGV="1" BPOGX="0.54312" BPOGY="0.32928" BPOGV="1" LPCX="0.34736" LPCY="0.66695" LPD="18.50869" LPS="1.13528" LPV="1" RPCX="0.59390" RPCY="0.65776" RPD="18.53408" RPS="1.12612" RPV="1" LEYEX="-0.04026" LEYEY="-0.03687" LEYEZ="0.69639" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02427" REYEY="-0.03431" REYEZ="0.68273" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55088" FPOGY="0.31280" FPOGS="5694.44922" FPOGD="0.47559" FPOGID="13815" FPOGV="0" LPOGX="0.54268" LPOGY="0.33772" LPOGV="1" RPOGX="0.56715" RPOGY="0.23426" RPOGV="1" BPOGX="0.55492" BPOGY="0.28599" BPOGV="1" LPCX="0.34742" LPCY="0.66670" LPD="18.73173" LPS="1.12612" LPV="1" RPCX="0.59380" RPCY="0.65709" RPD="18.57385" RPS="1.12612" RPV="1" LEYEX="-0.04026" LEYEY="-0.03687" LEYEZ="0.69639" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02427" REYEY="-0.03431" REYEZ="0.68273" RPUPILD="0.00386" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55229" FPOGY="0.31600" FPOGS="5694.95117" FPOGD="0.02051" FPOGID="13816" FPOGV="1" LPOGX="0.53132" LPOGY="0.33963" LPOGV="1" RPOGX="0.58176" RPOGY="0.31157" RPOGV="1" BPOGX="0.55654" BPOGY="0.32560" BPOGV="1" LPCX="0.34731" LPCY="0.66625" LPD="18.34291" LPS="1.12612" LPV="1" RPCX="0.59408" RPCY="0.65663" RPD="17.56063" RPS="1.12612" RPV="1" LEYEX="-0.04026" LEYEY="-0.03687" LEYEZ="0.69639" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02427" REYEY="-0.03431" REYEZ="0.68273" RPUPILD="0.00387" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55314" FPOGY="0.31792" FPOGS="5694.95117" FPOGD="0.02686" FPOGID="13816" FPOGV="1" LPOGX="0.53132" LPOGY="0.33963" LPOGV="1" RPOGX="0.58176" RPOGY="0.31157" RPOGV="1" BPOGX="0.55654" BPOGY="0.32560" BPOGV="1" LPCX="0.34727" LPCY="0.66587" LPD="18.56344" LPS="1.12612" LPV="1" RPCX="0.59441" RPCY="0.65668" RPD="17.72471" RPS="1.12612" RPV="1" LEYEX="-0.04064" LEYEY="-0.03691" LEYEZ="0.70113" LPUPILD="0.00405" LPUPILV="1" REYEX="0.02427" REYEY="-0.03410" REYEZ="0.68273" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55516" FPOGY="0.31640" FPOGS="5694.95117" FPOGD="0.03418" FPOGID="13816" FPOGV="1" LPOGX="0.54047" LPOGY="0.34331" LPOGV="1" RPOGX="0.59006" RPOGY="0.27434" RPOGV="1" BPOGX="0.56526" BPOGY="0.30882" BPOGV="1" LPCX="0.34738" LPCY="0.66509" LPD="18.51082" LPS="1.12612" LPV="1" RPCX="0.59419" RPCY="0.65562" RPD="17.55750" RPS="1.12612" RPV="1" LEYEX="-0.04064" LEYEY="-0.03691" LEYEZ="0.70113" LPUPILD="0.00412" LPUPILV="1" REYEX="0.02427" REYEY="-0.03410" REYEZ="0.68273" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55671" FPOGY="0.31348" FPOGS="5694.95117" FPOGD="0.04053" FPOGID="13816" FPOGV="1" LPOGX="0.53970" LPOGY="0.31862" LPOGV="1" RPOGX="0.59227" RPOGY="0.27320" RPOGV="1" BPOGX="0.56598" BPOGY="0.29591" BPOGV="1" LPCX="0.34750" LPCY="0.66438" LPD="18.12150" LPS="1.12612" LPV="1" RPCX="0.59415" RPCY="0.65531" RPD="17.83127" RPS="1.12612" RPV="1" LEYEX="-0.04064" LEYEY="-0.03691" LEYEZ="0.70113" LPUPILD="0.00398" LPUPILV="1" REYEX="0.02427" REYEY="-0.03410" REYEZ="0.68273" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55794" FPOGY="0.31087" FPOGS="5694.95117" FPOGD="0.04736" FPOGID="13816" FPOGV="1" LPOGX="0.53970" LPOGY="0.31862" LPOGV="1" RPOGX="0.59346" RPOGY="0.26664" RPOGV="1" BPOGX="0.56658" BPOGY="0.29263" BPOGV="1" LPCX="0.34738" LPCY="0.66420" LPD="18.76010" LPS="1.12612" LPV="1" RPCX="0.59441" RPCY="0.65541" RPD="18.51283" RPS="1.13528" RPV="1" LEYEX="-0.04064" LEYEY="-0.03649" LEYEZ="0.70113" LPUPILD="0.00409" LPUPILV="1" REYEX="0.02497" REYEY="-0.03476" REYEZ="0.70115" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55516" FPOGY="0.30887" FPOGS="5694.95117" FPOGD="0.05371" FPOGID="13816" FPOGV="1" LPOGX="0.53158" LPOGY="0.33453" LPOGV="1" RPOGX="0.53427" RPOGY="0.25122" RPOGV="1" BPOGX="0.53293" BPOGY="0.29288" BPOGV="1" LPCX="0.34721" LPCY="0.66329" LPD="18.42340" LPS="1.13528" LPV="1" RPCX="0.59432" RPCY="0.65425" RPD="17.88984" RPS="1.14445" RPV="1" LEYEX="-0.04064" LEYEY="-0.03649" LEYEZ="0.70113" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02497" REYEY="-0.03476" REYEZ="0.70115" RPUPILD="0.00384" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55369" FPOGY="0.30510" FPOGS="5694.95117" FPOGD="0.06055" FPOGID="13816" FPOGV="1" LPOGX="0.54237" LPOGY="0.33873" LPOGV="1" RPOGX="0.53847" RPOGY="0.20360" RPOGV="1" BPOGX="0.54042" BPOGY="0.27117" BPOGV="1" LPCX="0.34741" LPCY="0.66267" LPD="18.33647" LPS="1.14445" LPV="1" RPCX="0.59441" RPCY="0.65382" RPD="17.27115" RPS="1.15362" RPV="1" LEYEX="-0.04064" LEYEY="-0.03649" LEYEZ="0.70113" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02497" REYEY="-0.03476" REYEZ="0.70115" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55251" FPOGY="0.30108" FPOGS="5694.95117" FPOGD="0.06738" FPOGID="13816" FPOGV="1" LPOGX="0.54131" LPOGY="0.33301" LPOGV="1" RPOGX="0.54010" RPOGY="0.18861" RPOGV="1" BPOGX="0.54070" BPOGY="0.26081" BPOGV="1" LPCX="0.34726" LPCY="0.66228" LPD="18.71995" LPS="1.15362" LPV="1" RPCX="0.59448" RPCY="0.65392" RPD="18.10625" RPS="1.17326" RPV="1" LEYEX="-0.04064" LEYEY="-0.03607" LEYEZ="0.70113" LPUPILD="0.00417" LPUPILV="1" REYEX="0.02585" REYEY="-0.03552" REYEZ="0.72422" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55248" FPOGY="0.29564" FPOGS="5694.95117" FPOGD="0.07373" FPOGID="13816" FPOGV="1" LPOGX="0.56340" LPOGY="0.28307" LPOGV="1" RPOGX="0.54080" RPOGY="0.18873" RPOGV="1" BPOGX="0.55210" BPOGY="0.23590" BPOGV="1" LPCX="0.34731" LPCY="0.66149" LPD="18.62556" LPS="1.17326" LPV="1" RPCX="0.59446" RPCY="0.65304" RPD="18.04494" RPS="1.18373" RPV="1" LEYEX="-0.04064" LEYEY="-0.03607" LEYEZ="0.70113" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02585" REYEY="-0.03552" REYEZ="0.72422" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55234" FPOGY="0.29600" FPOGS="5694.95117" FPOGD="0.08105" FPOGID="13816" FPOGV="1" LPOGX="0.54795" LPOGY="0.31700" LPOGV="1" RPOGX="0.55348" RPOGY="0.28352" RPOGV="1" BPOGX="0.55071" BPOGY="0.30026" BPOGV="1" LPCX="0.34739" LPCY="0.66085" LPD="18.56415" LPS="1.18373" LPV="1" RPCX="0.59445" RPCY="0.65276" RPD="17.72981" RPS="1.19421" RPV="1" LEYEX="-0.04064" LEYEY="-0.03607" LEYEZ="0.70113" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02585" REYEY="-0.03552" REYEZ="0.72422" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55222" FPOGY="0.29623" FPOGS="5694.95117" FPOGD="0.08740" FPOGID="13816" FPOGV="1" LPOGX="0.54779" LPOGY="0.31606" LPOGV="1" RPOGX="0.55362" RPOGY="0.28250" RPOGV="1" BPOGX="0.55070" BPOGY="0.29928" BPOGV="1" LPCX="0.34715" LPCY="0.66050" LPD="18.82027" LPS="1.18525" LPV="1" RPCX="0.59461" RPCY="0.65281" RPD="18.43781" RPS="1.19573" RPV="1" LEYEX="-0.03911" LEYEY="-0.03442" LEYEZ="0.67391" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02585" REYEY="-0.03531" REYEZ="0.72422" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55213" FPOGY="0.29240" FPOGS="5694.95117" FPOGD="0.09424" FPOGID="13816" FPOGV="1" LPOGX="0.52603" LPOGY="0.28433" LPOGV="1" RPOGX="0.57566" RPOGY="0.19307" RPOGV="1" BPOGX="0.55084" BPOGY="0.23870" BPOGV="1" LPCX="0.34715" LPCY="0.65991" LPD="18.78203" LPS="1.18677" LPV="1" RPCX="0.59426" RPCY="0.65216" RPD="18.79237" RPS="1.18677" RPV="1" LEYEX="-0.03911" LEYEY="-0.03442" LEYEZ="0.67391" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02585" REYEY="-0.03531" REYEZ="0.72422" RPUPILD="0.00385" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55361" FPOGY="0.29037" FPOGS="5694.95117" FPOGD="0.10059" FPOGID="13816" FPOGV="1" LPOGX="0.53517" LPOGY="0.26552" LPOGV="1" RPOGX="0.61631" RPOGY="0.25443" RPOGV="1" BPOGX="0.57574" BPOGY="0.25997" BPOGV="1" LPCX="0.34706" LPCY="0.65963" LPD="18.52243" LPS="1.17781" LPV="1" RPCX="0.59451" RPCY="0.65183" RPD="17.63465" RPS="1.17781" RPV="1" LEYEX="-0.03911" LEYEY="-0.03442" LEYEZ="0.67391" LPUPILD="0.00416" LPUPILV="1" REYEX="0.02585" REYEY="-0.03531" REYEZ="0.72422" RPUPILD="0.00396" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55486" FPOGY="0.28916" FPOGS="5694.95117" FPOGD="0.10791" FPOGID="13816" FPOGV="1" LPOGX="0.53622" LPOGY="0.27148" LPOGV="1" RPOGX="0.61351" RPOGY="0.26802" RPOGV="1" BPOGX="0.57487" BPOGY="0.26975" BPOGV="1" LPCX="0.34703" LPCY="0.65922" LPD="18.74848" LPS="1.16885" LPV="1" RPCX="0.59442" RPCY="0.65192" RPD="18.28295" RPS="1.15838" RPV="1" LEYEX="-0.03929" LEYEY="-0.03423" LEYEZ="0.67707" LPUPILD="0.00414" LPUPILV="1" REYEX="0.02492" REYEY="-0.03390" REYEZ="0.69979" RPUPILD="0.00398" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55485" FPOGY="0.28909" FPOGS="5694.95117" FPOGD="0.11426" FPOGID="13816" FPOGV="1" LPOGX="0.52024" LPOGY="0.32359" LPOGV="1" RPOGX="0.58910" RPOGY="0.25242" RPOGV="1" BPOGX="0.55467" BPOGY="0.28801" BPOGV="1" LPCX="0.34698" LPCY="0.65888" LPD="18.99018" LPS="1.15838" LPV="1" RPCX="0.59442" RPCY="0.65171" RPD="18.65964" RPS="1.14790" RPV="1" LEYEX="-0.03929" LEYEY="-0.03423" LEYEZ="0.67707" LPUPILD="0.00419" LPUPILV="1" REYEX="0.02492" REYEY="-0.03390" REYEZ="0.69979" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55457" FPOGY="0.28728" FPOGS="5694.95117" FPOGD="0.12109" FPOGID="13816" FPOGV="1" LPOGX="0.50723" LPOGY="0.27626" LPOGV="1" RPOGX="0.59179" RPOGY="0.23306" RPOGV="1" BPOGX="0.54951" BPOGY="0.25466" BPOGV="1" LPCX="0.34686" LPCY="0.65851" LPD="18.66884" LPS="1.14790" LPV="1" RPCX="0.59430" RPCY="0.65113" RPD="18.26100" RPS="1.13742" RPV="1" LEYEX="-0.03929" LEYEY="-0.03423" LEYEZ="0.67707" LPUPILD="0.00424" LPUPILV="1" REYEX="0.02492" REYEY="-0.03390" REYEZ="0.69979" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55428" FPOGY="0.28551" FPOGS="5694.95117" FPOGD="0.12891" FPOGID="13816" FPOGV="1" LPOGX="0.50597" LPOGY="0.27042" LPOGV="1" RPOGX="0.59174" RPOGY="0.23339" RPOGV="1" BPOGX="0.54885" BPOGY="0.25191" BPOGV="1" LPCX="0.34677" LPCY="0.65823" LPD="18.95495" LPS="1.15662" LPV="1" RPCX="0.59421" RPCY="0.65138" RPD="18.52205" RPS="1.13698" RPV="1" LEYEX="-0.04308" LEYEY="-0.03720" LEYEZ="0.74035" LPUPILD="0.00418" LPUPILV="1" REYEX="0.02420" REYEY="-0.03299" REYEZ="0.68084" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55482" FPOGY="0.28788" FPOGS="5694.95117" FPOGD="0.13477" FPOGID="13816" FPOGV="1" LPOGX="0.57308" LPOGY="0.33873" LPOGV="1" RPOGX="0.55804" RPOGY="0.33171" RPOGV="1" BPOGX="0.56556" BPOGY="0.33522" BPOGV="1" LPCX="0.34644" LPCY="0.65807" LPD="18.91385" LPS="1.15618" LPV="1" RPCX="0.59414" RPCY="0.65109" RPD="18.66216" RPS="1.14701" RPV="1" LEYEX="-0.04308" LEYEY="-0.03720" LEYEZ="0.74035" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02420" REYEY="-0.03299" REYEZ="0.68084" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55519" FPOGY="0.28778" FPOGS="5694.95117" FPOGD="0.14062" FPOGID="13816" FPOGV="1" LPOGX="0.56101" LPOGY="0.28276" LPOGV="1" RPOGX="0.56517" RPOGY="0.28838" RPOGV="1" BPOGX="0.56309" BPOGY="0.28557" BPOGV="1" LPCX="0.34654" LPCY="0.65782" LPD="18.91202" LPS="1.16621" LPV="1" RPCX="0.59399" RPCY="0.65061" RPD="18.03929" RPS="1.15704" RPV="1" LEYEX="-0.04308" LEYEY="-0.03720" LEYEZ="0.74035" LPUPILD="0.00415" LPUPILV="1" REYEX="0.02420" REYEY="-0.03299" REYEZ="0.68084" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55554" FPOGY="0.28795" FPOGS="5694.95117" FPOGD="0.14697" FPOGID="13816" FPOGV="1" LPOGX="0.56191" LPOGY="0.28883" LPOGV="1" RPOGX="0.56421" RPOGY="0.29468" RPOGV="1" BPOGX="0.56306" BPOGY="0.29175" BPOGV="1" LPCX="0.34639" LPCY="0.65712" LPD="18.82244" LPS="1.15704" LPV="1" RPCX="0.59400" RPCY="0.65080" RPD="18.94325" RPS="1.14787" RPV="1" LEYEX="-0.04036" LEYEY="-0.03472" LEYEZ="0.69190" LPUPILD="0.00427" LPUPILV="1" REYEX="0.02427" REYEY="-0.03287" REYEZ="0.68273" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55498" FPOGY="0.28741" FPOGS="5694.95117" FPOGD="0.15479" FPOGID="13816" FPOGV="1" LPOGX="0.53633" LPOGY="0.30123" LPOGV="1" RPOGX="0.54800" RPOGY="0.24872" RPOGV="1" BPOGX="0.54216" BPOGY="0.27497" BPOGV="1" LPCX="0.34621" LPCY="0.65709" LPD="18.62236" LPS="1.12868" LPV="1" RPCX="0.59393" RPCY="0.65038" RPD="18.57661" RPS="1.12868" RPV="1" LEYEX="-0.04036" LEYEY="-0.03472" LEYEZ="0.69190" LPUPILD="0.00425" LPUPILV="1" REYEX="0.02427" REYEY="-0.03287" REYEZ="0.68273" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55407" FPOGY="0.28737" FPOGS="5694.95117" FPOGD="0.16162" FPOGID="13816" FPOGV="1" LPOGX="0.51799" LPOGY="0.35436" LPOGV="1" RPOGX="0.54643" RPOGY="0.21861" RPOGV="1" BPOGX="0.53221" BPOGY="0.28648" BPOGV="1" LPCX="0.34620" LPCY="0.65701" LPD="19.10165" LPS="1.10948" LPV="1" RPCX="0.59371" RPCY="0.65007" RPD="18.75712" RPS="1.10948" RPV="1" LEYEX="-0.04036" LEYEY="-0.03472" LEYEZ="0.69190" LPUPILD="0.00418" LPUPILV="1" REYEX="0.02427" REYEY="-0.03287" REYEZ="0.68273" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55325" FPOGY="0.28748" FPOGS="5694.95117" FPOGD="0.16846" FPOGID="13816" FPOGV="1" LPOGX="0.51944" LPOGY="0.36078" LPOGV="1" RPOGX="0.54633" RPOGY="0.21944" RPOGV="1" BPOGX="0.53288" BPOGY="0.29011" BPOGV="1" LPCX="0.34607" LPCY="0.65684" LPD="18.93018" LPS="1.09924" LPV="1" RPCX="0.59371" RPCY="0.65008" RPD="18.85663" RPS="1.10841" RPV="1" LEYEX="-0.04063" LEYEY="-0.03474" LEYEZ="0.69557" LPUPILD="0.00428" LPUPILV="1" REYEX="0.02483" REYEY="-0.03365" REYEZ="0.70316" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55382" FPOGY="0.28783" FPOGS="5694.95117" FPOGD="0.17578" FPOGID="13816" FPOGV="1" LPOGX="0.53936" LPOGY="0.30250" LPOGV="1" RPOGX="0.59764" RPOGY="0.29153" RPOGV="1" BPOGX="0.56850" BPOGY="0.29701" BPOGV="1" LPCX="0.34600" LPCY="0.65640" LPD="19.00045" LPS="1.11737" LPV="1" RPCX="0.59378" RPCY="0.65000" RPD="18.67917" RPS="1.12653" RPV="1" LEYEX="-0.04063" LEYEY="-0.03474" LEYEZ="0.69557" LPUPILD="0.00427" LPUPILV="1" REYEX="0.02483" REYEY="-0.03365" REYEZ="0.70316" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.55390" FPOGY="0.28849" FPOGS="5694.95117" FPOGD="0.18164" FPOGID="13816" FPOGV="1" LPOGX="0.51925" LPOGY="0.33634" LPOGV="1" RPOGX="0.59286" RPOGY="0.27631" RPOGV="1" BPOGX="0.55606" BPOGY="0.30632" BPOGV="1" LPCX="0.34585" LPCY="0.65638" LPD="18.81859" LPS="1.13549" LPV="1" RPCX="0.59364" RPCY="0.64987" RPD="18.66193" RPS="1.14466" RPV="1" LEYEX="-0.04063" LEYEY="-0.03474" LEYEZ="0.69557" LPUPILD="0.00424" LPUPILV="1" REYEX="0.02483" REYEY="-0.03365" REYEZ="0.70316" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
